84,_,还不错,整体,正面
85,设计,很喜欢,价格,正面
86,_,很好用,整体,正面
86,修复得,很好,功效,正面
86,_,滑,整体,正面
86,_,超喜欢,整体,正面
87,速度,很快,物流,正面
87,_,水润润,整体,正面
87,_,好评,整体,正面
88,_,很温和,整体,正面
88,_,很清爽,整体,正面
88,_,不紧绷,整体,正面
88,_,很划算,整体,正面
89,_,非常好用,整体,正面
90,_,不错,整体,正面
91,_,挺好的,整体,正面
91,_,不错,整体,正面
92,_,不是很喜欢,整体,负面
92,味道,_,气味,中性
93,_,很好用,整体,正面
93,味道,特别好闻,气味,正面
93,_,很细腻,整体,正面
94,价格,优惠,价格,正面
94,_,满意,整体,正面
95,_,挺好的,整体,正面
96,_,特别滑,整体,正面
96,精,_,物流,中性
96,华液,挺多,成分,正面
96,_,好评,整体,正面
97,包装,精美,包装,正面
97,价格,实惠,价格,正面
98,_,很不错,整体,正面
98,_,非常喜欢,整体,正面
98,品,_,价格,中性
98,快递,给力的,物流,正面
99,补水效果,较好,功效,正面
100,补水效果,特别好,功效,正面
100,_,特别水润,整体,正面
101,性价比,高,价格,正面
101,_,还可以的,整体,正面
102,味道,淡淡的,气味,正面
102,_,不油腻,整体,正面
102,包装,_,包装,中性
103,_,很喜欢,整体,正面
103,_,水水的,整体,正面
104,_,可以,整体,正面
104,_,便宜实惠,整体,正面
105,_,还可以,整体,正面
106,_,好,整体,正面
106,活动,超级好用,价格,正面
107,_,很不错,整体,正面
108,_,不错,整体,正面
109,_,很好用,整体,正面
109,送货,快,物流,正面
110,味道,_,气味,中性
111,_,还不错,整体,正面
111,性价比,很高,价格,正面
112,_,是正品,整体,正面
112,香,_,气味,中性
112,味,浓郁,功效,正面
112,遮瑕效果,非常好,功效,正面
113,保湿效果,不错,功效,正面
113,_,挺好用的,整体,正面
114,_,非常好用,整体,正面
115,_,很好用,整体,正面
117,_,无流,整体,正面
117,_,很快,整体,正面
117,_,挺好的,整体,正面
118,价格,合适,价格,正面
118,_,不贵,整体,正面
119,_,是正品,整体,正面
119,性价比,最高,价格,正面
119,_,很好用,整体,正面
119,物流,很快,物流,正面
120,_,挺好的,整体,正面
120,_,不错,整体,正面
121,_,挺好的,整体,正面
122,味道,好闻,气味,负面
122,赠品,_,价格,中性
123,_,可以,整体,正面
124,_,很好用,整体,正面
125,_,好用,整体,正面
125,_,好用,整体,正面
125,_,不贵,整体,正面
126,_,不错,整体,正面
126,_,的,整体,正面
126,_,好用,整体,正面
127,_,好用,整体,正面
128,_,还可以,整体,正面
129,_,吸收,整体,负面
130,_,物美价廉,整体,正面
130,发货,快,物流,正面
130,_,很漂亮,整体,正面
131,活动,_,价格,中性
132,_,不好,整体,负面
133,_,般,整体,中性
133,快递,慢,物流,正面
134,物流,快,物流,正面
135,赠品,_,价格,中性
135,价格,_,价格,中性
136,_,好用,整体,正面
136,_,超级好用,整体,正面
136,_,非常适,整体,正面
136,_,不干了,整体,正面
136,_,很舒服,整体,正面
137,_,不紧水份多,整体,正面
137,价格,便宜,价格,正面
138,_,超级补水,整体,正面
138,_,超级划算,整体,正面
138,_,五星好评,整体,正面
139,_,直,整体,正面
140,送货,快,物流,正面
141,_,很好用,整体,正面
141,补水效果,很好,功效,正面
141,_,滋润,整体,正面
141,_,服帖,整体,正面
142,_,很喜欢,整体,正面
142,补水,特别好,功效,正面
143,_,挺实惠,整体,正面
143,_,蛮好用,整体,正面
143,_,很滋润,整体,正面
144,物流,很快,物流,正面
144,_,很好用,整体,正面
144,赠品,多,价格,正面
145,物流,杠杠的,物流,正面
145,包装,不错,包装,正面
146,_,特别轻薄,整体,正面
146,_,透气补水,整体,正面
147,_,还可以,整体,正面
148,补水效果,特别好,功效,正面
149,效果,还可以,功效,正面
149,吸收效果,不是太好,功效,负面
150,_,很好,整体,正面
150,增白的效果,补水的,功效,正面
151,_,好评,整体,正面
152,_,不是太喜欢,整体,负面
153,_,超级不错,整体,正面
153,_,细腻不起块,整体,正面
153,配送员服务,超好,物流,正面
153,_,点赞,整体,正面
154,_,干,整体,负面
154,_,搓泥,整体,正面
155,_,经济,整体,正面
155,_,实惠,整体,正面
155,送货,快,物流,正面
155,送货速度,_,物流,中性
156,_,很好用,整体,正面
158,遮暇力度,不够,功效,正面
158,_,不油腻,整体,正面
158,上妆,服帖,功效,正面
158,性价比,超高,价格,正面
159,_,是正品,整体,正面
160,_,不错,整体,正面
161,_,很好用,整体,正面
161,_,很实惠,整体,正面
162,_,挺好,整体,正面
162,物流,很快,物流,正面
162,价格,实惠,价格,正面
163,_,挺好用的,整体,正面
163,卸妆,很温和,功效,正面
163,_,很清爽,整体,正面
163,_,不伤皮肤,整体,正面
164,包装,湿了,包装,负面
164,_,十分不好,整体,负面
165,_,很喜欢,整体,正面
165,物流速度,不错,物流,正面
166,_,挺好用的,整体,正面
167,_,非常不错,整体,正面
167,_,实惠,整体,正面
168,_,挺好用的,整体,正面
168,_,挺滋润的,整体,正面
169,_,好评,整体,正面
169,_,好用,整体,正面
171,_,不怎么好,整体,负面
172,吸,_,物流,中性
172,收,快,价格,正面
172,_,超级滋润,整体,正面
172,活动,给力,价格,正面
173,包装,捡漏,包装,负面
173,_,不送,整体,负面
174,_,不错,整体,正面
174,_,很好闻,整体,正面
174,_,很好,整体,正面
176,_,有点点卡粉,整体,负面
176,_,不咋个遮瑕,整体,负面
177,_,一如既往的好,整体,正面
178,_,挺满意,整体,正面
178,_,还不错,整体,正面
178,补水效果,有点紧绷,功效,负面
179,_,物超所值,整体,正面
179,_,超快,整体,正面
180,_,容易,整体,正面
180,_,开,整体,负面
180,_,不油腻,整体,正面
181,_,很好,整体,正面
181,_,不过敏,整体,正面
181,_,很保湿,整体,正面
181,_,不油腻,整体,正面
182,_,还不错,整体,正面
182,_,遮盖红血,整体,正面
182,_,挺干的,整体,正面
183,_,很好用,整体,正面
183,_,是正品,整体,正面
184,_,不错,整体,正面
184,_,比较优惠,整体,正面
185,_,应该不错,整体,正面
185,_,可以呢,整体,正面
186,物流速度,就是快,物流,正面
186,_,非,整体,正面
186,_,不错,整体,正面
187,保湿效果,很好,功效,正面
188,_,特别好用,整体,正面
189,_,很滋润,整体,正面
189,_,不脱妆,整体,正面
189,_,挺好用的,整体,正面
190,价格,合适,价格,正面
190,_,不错,整体,正面
191,_,很不错,整体,正面
192,_,很好用,整体,正面
193,_,不错,整体,正面
194,泡泡,不是很多,功效,负面
194,气味,很好闻,气味,正面
194,_,淡淡的,整体,正面
194,_,清香,整体,正面
196,包装盒子,没有,包装,负面
197,_,还行,整体,正面
198,_,还可以,整体,正面
198,_,不紧绷,整体,正面
199,物流,很快,物流,正面
199,_,很满意,整体,正面
200,补水,可以,功效,正面
201,_,很不错赞,整体,正面
201,_,很喜欢,整体,正面
201,送货速度,快,物流,正面
201,_,棒棒的,整体,正面
202,_,很喜欢,整体,正面
203,_,挺好的,整体,正面
203,物流,挺快的,物流,正面
203,_,好评,整体,正面
204,_,还可以,整体,正面
205,_,很好,整体,正面
205,_,贴肤,整体,正面
205,_,不卡粉,整体,正面
206,_,很精美,整体,正面
207,_,很喜欢,整体,正面
208,_,挺好用,整体,正面
208,味道,香香的,气味,正面
208,_,很滑,整体,正面
208,_,很舒服,整体,正面
208,_,好评,整体,正面
209,_,好,整体,正面
209,速度,快,物流,正面
209,_,放心,整体,正面
210,_,贵,整体,正面
210,活动,给力,价格,正面
211,补水效果,特别好,功效,正面
211,_,很喜欢,整体,正面
212,_,假,整体,负面
212,沫,没有,功效,负面
213,_,不好,整体,负面
214,_,不错,整体,正面
215,_,非常好用,整体,正面
215,_,很干净,整体,正面
216,_,很好用,整体,正面
216,_,不油腻,整体,正面
216,_,快,整体,正面
217,_,不错,整体,正面
217,快递,超级给力,物流,正面
218,_,很好用,整体,正面
218,成,_,价格,中性
218,分,安全,物流,正面
218,活动,很惊喜,价格,正面
218,赠品,_,价格,中性
218,颜值,在线,价格,正面
219,包装,挺好看的,包装,正面
219,快递小哥,_,物流,中性
220,_,不错,整体,正面
220,_,喜欢,整体,正面
221,_,很便宜,整体,正面
223,_,好用,整体,正面
225,_,很好,整体,正面
226,_,好好用,整体,正面
226,_,很方便,整体,正面
227,速度,飞快,物流,正面
227,_,大爱,整体,正面
228,_,光滑,整体,正面
229,_,不过敏,整体,正面
229,_,很好用,整体,正面
230,物流快,真心不错,物流,正面
231,_,很好,整体,正面
231,物流,很快,物流,正面
231,价格,便宜,价格,正面
232,_,物超所值,整体,正面
232,_,好评,整体,正面
233,_,好,整体,正面
234,_,还好,整体,正面
235,_,水润,整体,正面
235,_,轻薄,整体,正面
235,_,比较保湿,整体,正面
236,_,挺好,整体,正面
237,_,买贵,整体,正面
238,吸收,很好,功效,正面
238,_,很喜欢,整体,正面
239,_,不错,整体,正面
240,补水,还可以,功效,正面
240,精,_,物流,中性
240,华液,很多,成分,正面
240,_,不错,整体,正面
241,_,便宜,整体,正面
243,_,不错,整体,正面
243,_,非常好用,整体,正面
244,送货,_,物流,中性
244,速度,算,物流,正面
244,_,是,整体,正面
244,_,快,整体,正面
245,服务,很好,价格,正面
245,性价比,高,价格,正面
245,_,很不错,整体,正面
246,_,还不错,整体,正面
247,_,很美白,整体,正面
247,味道,很舒服,气味,正面
247,_,很喜欢,整体,正面
247,_,大爱,整体,正面
248,_,挺好的,整体,正面
248,_,滋润,整体,正面
248,_,不油腻,整体,正面
249,_,不错,整体,正面
250,_,挺好用的,整体,正面
250,_,很服帖,整体,正面
250,_,自然,整体,正面
251,_,过敏,整体,正面
251,_,红点红斑,整体,负面
251,_,非,整体,正面
251,_,常痛,整体,负面
252,务,_,价格,中性
253,_,一,整体,正面
253,_,般,整体,中性
253,_,用,整体,正面
253,_,纯补水,整体,正面
254,_,挺好用的,整体,正面
254,_,薄薄的,整体,正面
254,_,很敷,整体,正面
254,精华,好多,包装,正面
255,_,方便,整体,正面
255,_,快捷,整体,正面
255,_,不错,整体,正面
255,活动,不给力,价格,正面
256,_,好,整体,正面
257,_,常,整体,正面
257,_,非常的,整体,正面
257,_,好用,整体,正面
258,_,好小一,整体,负面
260,_,好用,整体,正面
260,_,特便宜,整体,正面
261,_,好评,整体,正面
261,_,好用,整体,正面
262,_,所,整体,正面
263,_,不好的,整体,负面
264,_,还可以,整体,正面
265,_,还可以,整体,正面
265,_,有,整体,负面
265,_,干,整体,负面
265,_,提亮,整体,正面
265,肤色,有点暗淡,功效,负面
266,_,好用,整体,正面
266,_,便宜,整体,正面
266,_,简单通透,整体,正面
267,_,不错,整体,正面
268,味道,很奇怪,气味,正面
268,油漆味,简直,气味,正面
268,_,辣眼睛,整体,正面
269,_,很滋润,整体,正面
269,_,好多,整体,正面
269,精,_,包装,中性
269,华,特别喜欢,气味,正面
270,_,好的很,整体,正面
270,_,很喜欢,整体,正面
270,_,很滋养,整体,正面
270,_,美美哒,整体,正面
271,物流,很快,物流,正面
271,包装,完好,包装,正面
271,务,好,价格,正面
271,_,意,整体,正面
272,_,不错,整体,正面
272,活动,合适价格,价格,正面
272,_,优惠,整体,正面
272,补水效,_,功效,中性
273,_,挺好用的,整体,正面
273,_,淡淡的,整体,正面
273,香味,脱,气味,正面
274,_,很好用,整体,正面
275,_,超,整体,正面
275,_,级差,整体,负面
276,_,很舒服,整体,正面
276,补水效果,很好,功效,正面
277,_,稳和,整体,正面
277,_,不是那,整体,负面
277,_,细腻,整体,正面
277,泡泡,_,功效,中性
277,果,很一般,功效,正面
278,_,正品,整体,正面
278,_,实惠,整体,正面
278,快递,很快,物流,正面
278,_,满意,整体,正面
279,_,真的不错,整体,正面
279,_,是正品,整体,正面
280,味道,清淡水的,气味,正面
280,泡沫,很细腻,功效,正面
280,_,过敏,整体,正面
280,_,怎.,整体,正面
281,_,正品,整体,正面
281,_,特别省,整体,正面
281,_,水,整体,正面
281,_,水润润,整体,正面
282,活动,超级划算,价格,正面
282,包装,好看,包装,正面
283,_,差,整体,负面
284,_,还不错,整体,正面
285,_,挺好用的,整体,正面
286,_,挺好的,整体,正面
287,物流,很快,物流,正面
287,_,棒棒哒,整体,正面
288,_,挺好用的,整体,正面
289,_,真品,整体,正面
290,补水效果,很好,功效,正面
291,_,很好用,整体,正面
292,_,不错,整体,正面
292,_,非常清爽,整体,正面
292,_,舒服,整体,正面
294,_,很多,整体,负面
295,_,很好用,整体,正面
296,_,还可以,整体,正面
297,赠品,最优惠,价格,正面
298,_,不错,整体,正面
298,_,很服帖,整体,正面
298,物流,很快,物流,正面
299,_,很,整体,正面
299,价格,小贵一些,价格,正面
300,_,不,整体,正面
300,_,干燥,整体,负面
300,_,滑滑的,整体,正面
301,_,真好,整体,正面
302,_,不错,整体,正面
302,_,很舒服,整体,正面
303,_,不错,整体,正面
303,_,好评,整体,正面
304,_,很喜欢,整体,正面
304,礼品,_,价格,中性
305,_,比较实惠,整体,正面
306,_,很好用,整体,正面
307,_,不错,整体,正面
308,快递,真快,物流,正面
308,_,很满意,整体,正面
309,_,太少了,整体,负面
310,_,不错,整体,正面
310,_,很好用,整体,正面
311,_,很香,整体,正面
311,_,很白,整体,正面
311,_,还可以,整体,正面
312,_,不错,整体,正面
312,遮瑕效果,提亮肤色,功效,正面
313,_,有点小过份了,整体,负面
314,_,还不出错,整体,正面
314,_,挺好,整体,正面
314,_,算满意,整体,正面
314,_,相当实惠,整体,正面
315,_,很好,整体,正面
316,_,差评,整体,正面
316,_,太小了,整体,负面
316,精华,太少了,包装,负面
317,上妆效果,还可以,功效,正面
318,_,是正品,整体,正面
318,价格,_,价格,中性
318,赠品,_,价格,中性
319,_,很好,整体,正面
319,_,保湿,整体,正面
319,_,不错,整体,正面
319,价格,合适,价格,正面
321,_,物美价廉,整体,正面
322,包装,很好看,包装,正面
323,补水效果,很好,功效,正面
323,_,很薄,整体,正面
324,价格,太高,价格,正面
325,保湿效果,很好,功效,正面
326,_,很喜欢,整体,正面
326,_,很高,整体,正面
327,_,不错,整体,正面
327,_,挺好用的,整体,正面
328,_,不错,整体,正面
329,_,真的不错,整体,正面
330,_,很服帖,整体,正面
330,_,超服帖,整体,正面
331,_,很不错,整体,正面
331,_,有点淡,整体,负面
332,_,提亮肤色,整体,正面
332,_,不油腻,整体,正面
332,_,清新的,整体,正面
333,味道,好闻,气味,正面
333,保湿效果,好,功效,正面
334,_,不错,整体,正面
334,速度,很快,物流,正面
336,_,很好,整体,正面
336,物流,给了,物流,正面
336,_,不错,整体,正面
337,价钱,_,价格,中性
337,速度,要快,物流,正面
338,_,有点干,整体,负面
339,_,不错,整体,正面
339,送货,很快,物流,正面
340,_,很好,整体,正面
340,_,很喜欢,整体,正面
341,_,粉粉,整体,正面
341,_,嫩嫩的,整体,正面
341,_,很适合,整体,正面
341,_,非常滋润,整体,正面
341,_,点,整体,正面
341,_,不干也,整体,正面
341,_,不油腻,整体,正面
341,_,很自然,整体,正面
342,泡沫,很多,功效,正面
342,_,不干,整体,正面
342,_,挺滋润的,整体,正面
342,_,超级划算,整体,正面
343,_,很实惠,整体,正面
343,发货速度,快,物流,正面
343,_,很实惠,整体,正面
343,发货速度,快,物流,正面
344,_,和,整体,正面
344,_,不紧绷,整体,正面
344,_,最大的好处,整体,正面
346,_,非常平价,整体,正面
346,补水,不错,功效,正面
348,_,还可以,整体,正面
348,_,还不错,整体,正面
349,_,白,整体,负面
349,_,白的,整体,正面
349,_,掉皮,整体,负面
349,_,效,整体,负面
350,_,还不错,整体,正面
351,_,没什么,整体,负面
352,_,很不错,整体,正面
353,_,算可以,整体,正面
355,味道,很好闻,气味,正面
355,_,还好,整体,正面
356,_,还不错,整体,正面
356,_,挺好用,整体,正面
356,价格,实惠,价格,正面
357,保湿效果,非常好,功效,正面
358,_,不错,整体,正面
359,_,很薄,整体,正面
359,_,很水润,整体,正面
359,_,不过敏,整体,正面
359,_,方便快捷,整体,正面
360,_,可以,整体,正面
360,_,不错,整体,正面
360,_,很清爽,整体,正面
360,_,不油腻,整体,正面
361,_,淡淡,整体,正面
361,味道,不辣眼睛,气味,正面
361,_,挺好用的,整体,正面
362,_,好用,整体,负面
363,_,还是不错,整体,正面
364,补水效果,非常好,功效,正面
365,快递,很给力,物流,正面
366,_,还可以,整体,正面
367,_,挺好的,整体,正面
367,_,多,整体,正面
368,_,挺好用的,整体,正面
369,_,不错,整体,正面
369,_,货,整体,正面
369,_,真价实,整体,正面
370,_,挺好用的,整体,正面
371,物流,快,物流,正面
371,颜色,好,物流,正面
371,_,物超所值,整体,正面
371,赠品,_,价格,中性
372,包装,很好,包装,正面
372,物流,很快,物流,正面
372,_,不错,整体,正面
372,_,物美价廉,整体,正面
373,快递,真的,物流,正面
373,_,好快,整体,正面
374,_,非常好,整体,正面
375,到货速度,就是快,物流,正面
376,_,很好,整体,正面
376,_,挺薄的,整体,正面
376,精,_,物流,中性
376,华,挺多的,成分,正面
376,_,很舒服,整体,正面
377,价格,实惠,价格,正面
378,_,很保湿,整体,正面
378,_,棒,整体,正面
379,提亮效果,还不错,功效,正面
380,_,还好吧,整体,正面
380,_,新鲜的,整体,正面
381,_,不错,整体,正面
381,_,支,整体,正面
382,_,很好用,整体,正面
382,_,赞,整体,正面
383,_,还行,整体,正面
383,_,比较自然,整体,正面
384,_,超喜欢,整体,正面
384,味道,香香的,气味,正面
384,快递,很给力,物流,正面
385,_,挺滋润的,整体,正面
385,_,很服帖,整体,正面
385,_,很滋润,整体,正面
386,_,可以的,整体,正面
386,_,很好用,整体,正面
387,控油效果,没话,功效,正面
387,_,好用,整体,正面
388,_,好,整体,正面
388,_,很喜欢,整体,正面
389,_,超级润,整体,正面
389,_,喜欢,整体,正面
389,_,天然,整体,正面
389,_,不错,整体,正面
390,_,太好用了,整体,正面
391,_,还好,整体,正面
393,_,很自然,整体,正面
393,_,保湿,整体,正面
393,_,滋润,整体,正面
393,_,淡淡香味,整体,正面
394,_,很好用,整体,正面
394,_,很喜欢,整体,正面
395,_,好干净,整体,正面
395,_,不紧绷,整体,正面
396,补水功能,强,功效,正面
396,_,大,整体,负面
396,_,跟绵,整体,负面
397,保湿效果,不错,功效,正面
398,快递,_,物流,中性
399,快递,很给力,物流,正面
399,包装,很好,包装,正面
399,_,还可以,整体,正面
400,_,很好用,整体,正面
400,_,很喜欢,整体,正面
401,_,挺好的,整体,正面
402,_,非常舒服,整体,正面
402,_,特别拔,整体,正面
403,_,好很好,整体,正面
403,_,非常好,整体,正面
404,_,超级好用,整体,正面
404,活动,很划算,价格,正面
405,_,差,整体,负面
406,_,好评,整体,正面
407,补水效果,相当不错,功效,正面
407,精,_,物流,中性
407,华液,特别多,成分,正面
407,_,喜欢,整体,正面
408,_,不错,整体,正面
409,_,物美价廉,整体,正面
410,_,不错,整体,正面
410,_,非常清爽,整体,正面
410,_,不油腻,整体,正面
411,_,不错,整体,正面
411,活动,_,价格,中性
411,物流,很快,物流,正面
412,_,还可以,整体,正面
412,价格,很实惠,价格,正面
413,_,很划算,整体,正面
413,_,非常实用,整体,正面
414,_,非常喜欢,整体,正面
414,_,正品,整体,正面
415,_,非常好用,整体,正面
416,_,挺好的,整体,正面
416,价格,实惠,价格,正面
417,_,是正品,整体,正面
417,_,很不错,整体,正面
418,_,很不错,整体,正面
418,_,方便,整体,正面
420,补水效果,很好,功效,正面
420,_,很喜欢,整体,正面
421,_,非常不错,整体,正面
421,活动,_,价格,中性
422,_,非常适合,整体,正面
422,_,均衡,整体,正面
423,_,蛮好的,整体,正面
423,精,_,包装,中性
423,华,挺多的,成分,正面
424,_,挺好,整体,正面
424,味道,好闻,气味,正面
424,_,不错,整体,正面
425,_,很喜欢,整体,正面
425,物流速度,不错,物流,正面
426,_,物美价廉,整体,正面
426,_,便宜实惠,整体,正面
426,_,可以的,整体,正面
427,酒精味,_,气味,中性
428,快递小哥服务,很不错,物流,正面
429,_,挺喜欢,整体,正面
429,_,好评,整体,正面
430,_,比较清爽,整体,正面
430,_,不油腻,整体,正面
430,物流,快,物流,正面
431,_,挺不错的,整体,正面
432,物流,超级给力,物流,正面
432,_,非常快,整体,正面
432,_,实用,整体,正面
432,_,非常不错,整体,正面
433,_,还不错,整体,正面
434,_,很好用,整体,正面
435,_,很好用,整体,正面
436,_,挺不错的,整体,正面
437,_,很不错,整体,正面
438,_,不油腻,整体,正面
438,_,好评,整体,正面
438,_,有点贵,整体,负面
439,_,很好,整体,正面
439,_,很,整体,正面
439,_,很喜欢,整体,正面
439,_,很棒,整体,正面
440,_,还可以,整体,正面
440,精,_,物流,中性
440,华,挺充足的,成分,正面
441,_,很好用,整体,正面
441,_,很干净,整体,正面
441,_,不紧绷,整体,正面
442,_,很好用,整体,正面
443,_,超级大赞,整体,正面
444,_,非常好用,整体,正面
444,_,细腻,整体,正面
444,_,白皙,整体,正面
444,味道,特别好闻,气味,正面
445,_,很喜欢,整体,正面
446,_,非常好用,整体,正面
446,精华,很多,包装,正面
446,_,超棒,整体,正面
447,_,挺好的,整体,正面
447,物流,很快额,物流,正面
448,_,还可以,整体,正面
449,_,五分好评,整体,正面
450,_,还可以,整体,正面
450,_,挺补水,整体,正面
451,_,不错,整体,正面
451,_,很好用,整体,正面
452,质,短了,功效,负面
453,物流,很快,物流,正面
453,_,还行,整体,正面
453,_,显,整体,正面
453,_,有点干,整体,负面
454,_,满心欢喜,整体,正面
455,_,很好,整体,正面
455,速度,快,物流,正面
456,快递速度,很快,物流,正面
456,_,不错,整体,正面
457,隔离效果,好,功效,正面
457,_,温和,整体,正面
457,_,不刺激,整体,正面
457,_,易卸,整体,正面
458,_,挺好的,整体,正面
458,物流,挺快的,物流,正面
459,_,挺好用的,整体,正面
459,赠品,_,价格,中性
460,_,不错,整体,正面
460,_,很好,整体,正面
461,_,很喜欢,整体,正面
462,_,不错,整体,正面
463,_,不像正品,整体,正面
463,_,稀,整体,负面
464,配送,蛮快的,物流,正面
465,_,过敏了,整体,正面
465,_,非常不愉快,整体,正面
465,_,多,整体,正面
466,_,还不错,整体,正面
466,_,淡淡的,整体,正面
466,香味,_,气味,中性
466,服务态度,好,服务,正面
467,_,特别好用,整体,正面
467,_,很喜欢,整体,正面
468,_,保湿,整体,正面
468,_,不干,整体,正面
468,_,很喜欢,整体,正面
469,_,挺好用的,整体,正面
470,快递,杠杠滴,物流,正面
471,_,是正品,整体,正面
471,_,还特好用,整体,正面
473,_,还不错,整体,正面
474,_,还不错,整体,正面
474,_,很补水,整体,正面
475,_,很划算,整体,正面
476,_,太油了,整体,负面
477,_,好评,整体,正面
477,快递小哥,_,物流,中性
478,赠品,_,价格,中性
479,_,润润的,整体,正面
479,_,易吸收,整体,正面
479,香味,闻,气味,正面
479,_,很舒服,整体,正面
480,_,不错,整体,正面
480,速度,很快,物流,正面
481,上妆效果,干,功效,负面
482,_,要好很多,整体,正面
482,物流发货,就是快,物流,正面
482,_,赞,整体,正面
483,_,真心不错,整体,正面
484,_,挺好用,整体,正面
484,吸,_,物流,中性
484,收,挺快的,功效,正面
485,_,不好,整体,负面
485,_,过敏,整体,正面
486,_,挺好,整体,正面
487,服务态度,很好,服务,正面
487,_,的,整体,正面
487,_,挺好,整体,正面
488,_,很好用,整体,正面
488,活动,很划算,价格,正面
489,_,不错,整体,正面
490,_,特别好,整体,正面
